ticket,open_time,type,size,item,open_px,sl,tp,close_time,close_px,commission,taxes,swap,profit
42804516,2026.05.28 08:33:03,sell,0.05,xauusd,4385.13,0.00,4389.09,2026.05.28 08:59:07,4389.09,0.00,0.00,0.00,-19.80
42804679,2026.05.28 08:35:15,buy,0.01,xauusd,4389.08,0.00,4392.08,2026.05.28 08:40:14,4392.08,0.00,0.00,0.00,3.00
42804707,2026.05.28 08:35:15,sell,0.08,xauusd,4388.81,0.00,4389.09,2026.05.28 08:59:07,4389.09,0.00,0.00,0.00,-2.24
42804876,2026.05.28 08:40:12,sell,0.11,xauusd,4391.80,0.00,4389.09,2026.05.28 08:59:07,4389.09,0.00,0.00,0.00,29.81
42804897,2026.05.28 08:40:15,buy,0.01,xauusd,4392.45,0.00,4395.45,2026.05.28 08:52:09,4395.45,0.00,0.00,0.00,3.00
42805215,2026.05.28 08:51:56,sell,0.17,xauusd,4394.68,0.00,4389.09,2026.05.28 08:59:07,4389.09,0.00,0.00,0.00,95.03
42805249,2026.05.28 08:52:10,buy,0.01,xauusd,4396.01,0.00,4382.29,2026.05.28 09:20:53,4382.29,0.00,0.00,0.00,-13.72
42805277,2026.05.28 08:53:38,buy,0.02,xauusd,4392.94,0.00,4382.29,2026.05.28 09:20:53,4382.29,0.00,0.00,0.00,-21.30
42805379,2026.05.28 08:59:02,buy,0.02,xauusd,4389.89,0.00,4382.29,2026.05.28 09:20:53,4382.29,0.00,0.00,0.00,-15.20
42805413,2026.05.28 08:59:08,sell,0.01,xauusd,4388.31,0.00,4385.31,2026.05.28 09:06:03,4385.31,0.00,0.00,0.00,3.00
42805545,2026.05.28 09:00:58,buy,0.03,xauusd,4386.74,0.00,4382.29,2026.05.28 09:20:53,4382.29,0.00,0.00,0.00,-13.35
42805659,2026.05.28 09:06:03,sell,0.01,xauusd,4384.45,0.00,4381.45,2026.05.28 09:08:17,4381.45,0.00,0.00,0.00,3.00
42805703,2026.05.28 09:06:08,buy,0.05,xauusd,4383.58,0.00,4382.29,2026.05.28 09:20:53,4382.29,0.00,0.00,0.00,-6.45
42805806,2026.05.28 09:08:17,sell,0.01,xauusd,4381.08,0.00,4378.08,2026.05.28 09:11:33,4378.08,0.00,0.00,0.00,3.00
42805846,2026.05.28 09:08:28,buy,0.08,xauusd,4380.07,0.00,4382.29,2026.05.28 09:20:53,4382.29,0.00,0.00,0.00,17.76
42805974,2026.05.28 09:11:33,sell,0.01,xauusd,4377.20,0.00,4379.82,2026.05.28 09:23:53,4382.01,0.00,0.00,0.00,-4.81
42806001,2026.05.28 09:11:41,buy,0.11,xauusd,4376.30,0.00,4382.29,2026.05.28 09:20:53,4382.29,0.00,0.00,0.00,65.89
42806264,2026.05.28 09:18:55,sell,0.02,xauusd,4379.98,0.00,4379.82,2026.05.28 09:23:54,4382.05,0.00,0.00,0.00,-4.14
42806367,2026.05.28 09:20:53,buy,0.01,xauusd,4382.68,0.00,4385.68,2026.05.28 09:23:55,4381.61,0.00,0.00,0.00,-1.07
42806413,2026.05.28 09:22:23,sell,0.02,xauusd,4383.47,0.00,4379.82,2026.05.28 09:23:56,4382.04,0.00,0.00,0.00,2.86
42811529,2026.05.28 12:30:44,buy,0.01,xauusd,4394.59,0.00,4394.15,2026.05.28 12:50:20,4394.15,0.00,0.00,0.00,-0.44
42811530,2026.05.28 12:30:44,sell,0.01,xauusd,4394.16,0.00,4391.16,2026.05.28 12:44:08,4391.16,0.00,0.00,0.00,3.00
42811765,2026.05.28 12:40:10,buy,0.02,xauusd,4391.68,0.00,4394.15,2026.05.28 12:50:20,4394.15,0.00,0.00,0.00,4.94
42811819,2026.05.28 12:44:08,sell,0.01,xauusd,4390.05,0.00,4398.14,2026.05.28 13:20:24,4398.14,0.00,0.00,0.00,-8.09
42811916,2026.05.28 12:49:45,sell,0.02,xauusd,4393.26,0.00,4398.14,2026.05.28 13:20:24,4398.14,0.00,0.00,0.00,-9.76
42811936,2026.05.28 12:50:20,buy,0.01,xauusd,4394.59,0.00,4397.59,2026.05.28 13:08:37,4397.59,0.00,0.00,0.00,3.00
42812315,2026.05.28 13:08:03,sell,0.02,xauusd,4396.51,0.00,4398.14,2026.05.28 13:20:24,4398.14,0.00,0.00,0.00,-3.26
42812369,2026.05.28 13:08:38,buy,0.01,xauusd,4398.32,0.00,4401.32,2026.05.28 13:09:56,4401.32,0.00,0.00,0.00,3.00
42812415,2026.05.28 13:09:34,sell,0.03,xauusd,4399.63,0.00,4398.14,2026.05.28 13:20:24,4398.14,0.00,0.00,0.00,4.47
42812482,2026.05.28 13:09:57,buy,0.01,xauusd,4401.52,0.00,4398.89,2026.05.28 13:27:26,4398.89,0.00,0.00,0.00,-2.63
42812513,2026.05.28 13:10:06,sell,0.05,xauusd,4403.02,0.00,4398.14,2026.05.28 13:20:24,4398.14,0.00,0.00,0.00,24.40
42812777,2026.05.28 13:19:30,buy,0.02,xauusd,4398.51,0.00,4398.89,2026.05.28 13:27:26,4398.89,0.00,0.00,0.00,0.76
42812793,2026.05.28 13:20:24,sell,0.01,xauusd,4397.58,0.00,4394.58,2026.05.28 13:22:35,4394.58,0.00,0.00,0.00,3.00
42812850,2026.05.28 13:21:34,buy,0.02,xauusd,4395.45,0.00,4398.89,2026.05.28 13:27:26,4398.89,0.00,0.00,0.00,6.88
42812896,2026.05.28 13:22:35,sell,0.01,xauusd,4393.89,0.00,4396.70,2026.05.28 13:41:01,4396.70,0.00,0.00,0.00,-2.81
42812943,2026.05.28 13:26:08,sell,0.02,xauusd,4397.09,0.00,4396.70,2026.05.28 13:41:01,4396.70,0.00,0.00,0.00,0.78
42812989,2026.05.28 13:27:26,buy,0.01,xauusd,4399.38,0.00,4383.06,2026.05.28 13:51:22,4383.06,0.00,0.00,0.00,-16.32
42813032,2026.05.28 13:28:45,sell,0.02,xauusd,4400.22,0.00,4396.70,2026.05.28 13:41:01,4396.70,0.00,0.00,0.00,7.04
42813226,2026.05.28 13:41:01,sell,0.01,xauusd,4396.19,0.00,4393.19,2026.05.28 13:42:27,4393.19,0.00,0.00,0.00,3.00
42813242,2026.05.28 13:41:15,buy,0.02,xauusd,4396.26,0.00,4383.06,2026.05.28 13:51:22,4383.06,0.00,0.00,0.00,-26.40
42813311,2026.05.28 13:42:25,buy,0.02,xauusd,4393.20,0.00,4383.06,2026.05.28 13:51:22,4383.06,0.00,0.00,0.00,-20.28
42813315,2026.05.28 13:42:27,sell,0.01,xauusd,4392.63,0.00,4389.63,2026.05.28 13:44:38,4389.63,0.00,0.00,0.00,3.00
42813417,2026.05.28 13:44:32,buy,0.03,xauusd,4390.18,0.00,4383.06,2026.05.28 13:51:22,4383.06,0.00,0.00,0.00,-21.36
42813424,2026.05.28 13:44:38,sell,0.01,xauusd,4389.01,0.00,4386.01,2026.05.28 13:47:03,4386.01,0.00,0.00,0.00,3.00
42813536,2026.05.28 13:46:26,buy,0.05,xauusd,4387.03,0.00,4383.06,2026.05.28 13:51:22,4383.06,0.00,0.00,0.00,-19.85
42813579,2026.05.28 13:47:04,sell,0.01,xauusd,4385.55,0.00,4382.55,2026.05.28 13:49:39,4382.55,0.00,0.00,0.00,3.00
42813683,2026.05.28 13:49:34,buy,0.08,xauusd,4383.70,0.00,4383.06,2026.05.28 13:51:22,4383.06,0.00,0.00,0.00,-5.12
42813698,2026.05.28 13:49:39,sell,0.01,xauusd,4381.32,0.00,4378.32,2026.05.28 13:51:14,4378.32,0.00,0.00,0.00,3.00
42813736,2026.05.28 13:49:49,buy,0.11,xauusd,4380.93,0.00,4383.06,2026.05.28 13:51:22,4383.06,0.00,0.00,0.00,23.43
42813844,2026.05.28 13:51:15,sell,0.01,xauusd,4376.59,0.00,4379.22,2026.05.28 13:53:44,4379.22,0.00,0.00,0.00,-2.63
42813852,2026.05.28 13:51:15,buy,0.17,xauusd,4376.93,0.00,4383.06,2026.05.28 13:51:22,4383.06,0.00,0.00,0.00,104.21
42813880,2026.05.28 13:51:22,sell,0.02,xauusd,4382.78,0.00,4379.22,2026.05.28 13:53:44,4379.22,0.00,0.00,0.00,7.12
42813896,2026.05.28 13:51:22,buy,0.01,xauusd,4384.07,0.00,4381.41,2026.05.28 13:54:32,4381.41,0.00,0.00,0.00,-2.66
42813965,2026.05.28 13:52:28,buy,0.02,xauusd,4380.98,0.00,4381.41,2026.05.28 13:54:32,4381.41,0.00,0.00,0.00,0.86
42814025,2026.05.28 13:53:45,sell,0.01,xauusd,4378.48,0.00,4383.64,2026.05.28 14:32:02,4383.64,0.00,0.00,0.00,-5.16
42814046,2026.05.28 13:53:51,buy,0.02,xauusd,4378.01,0.00,4381.41,2026.05.28 13:54:32,4381.41,0.00,0.00,0.00,6.80
42814072,2026.05.28 13:54:32,buy,0.01,xauusd,4382.24,0.00,4385.24,2026.05.28 13:55:10,4385.24,0.00,0.00,0.00,3.00
42814075,2026.05.28 13:54:32,sell,0.02,xauusd,4381.82,0.00,4383.64,2026.05.28 14:32:02,4383.64,0.00,0.00,0.00,-3.64
42814135,2026.05.28 13:55:07,sell,0.02,xauusd,4384.85,0.00,4383.64,2026.05.28 14:32:02,4383.64,0.00,0.00,0.00,2.42
42814147,2026.05.28 13:55:10,buy,0.01,xauusd,4385.22,0.00,4384.59,2026.05.28 14:02:01,4384.59,0.00,0.00,0.00,-0.63
42814403,2026.05.28 14:01:30,buy,0.02,xauusd,4382.03,0.00,4384.59,2026.05.28 14:02:01,4384.59,0.00,0.00,0.00,5.12
42814427,2026.05.28 14:02:01,buy,0.01,xauusd,4384.86,0.00,4387.86,2026.05.28 14:04:56,4387.86,0.00,0.00,0.00,3.00
42814494,2026.05.28 14:04:54,sell,0.03,xauusd,4387.77,0.00,4383.64,2026.05.28 14:32:02,4383.64,0.00,0.00,0.00,12.39
42814506,2026.05.28 14:04:57,buy,0.01,xauusd,4388.43,0.00,4385.83,2026.05.28 14:34:40,4385.83,0.00,0.00,0.00,-2.60
42815371,2026.05.28 14:28:26,buy,0.02,xauusd,4385.43,0.00,4385.83,2026.05.28 14:34:40,4385.83,0.00,0.00,0.00,0.80
42815453,2026.05.28 14:32:02,sell,0.01,xauusd,4382.86,0.00,4385.74,2026.05.28 14:44:22,4385.74,0.00,0.00,0.00,-2.88
42815475,2026.05.28 14:32:58,buy,0.02,xauusd,4382.42,0.00,4385.83,2026.05.28 14:34:40,4385.83,0.00,0.00,0.00,6.82
42815520,2026.05.28 14:34:40,buy,0.01,xauusd,4386.33,0.00,4389.33,2026.05.28 14:37:33,4389.33,0.00,0.00,0.00,3.00
42815523,2026.05.28 14:34:41,sell,0.02,xauusd,4385.90,0.00,4385.74,2026.05.28 14:44:22,4385.74,0.00,0.00,0.00,0.32
42815599,2026.05.28 14:37:33,sell,0.02,xauusd,4389.51,0.00,4385.74,2026.05.28 14:44:22,4385.74,0.00,0.00,0.00,7.54
42815608,2026.05.28 14:37:34,buy,0.01,xauusd,4390.25,0.00,4387.59,2026.05.28 14:52:58,4383.23,0.00,0.00,0.00,-7.02
42815664,2026.05.28 14:44:06,buy,0.02,xauusd,4387.20,0.00,4387.59,2026.05.28 14:52:57,4383.22,0.00,0.00,0.00,-7.96
42815674,2026.05.28 14:44:22,sell,0.01,xauusd,4385.34,0.00,4382.34,2026.05.28 14:52:20,4382.34,0.00,0.00,0.00,3.00
42815767,2026.05.28 14:49:03,buy,0.02,xauusd,4384.14,0.00,4387.59,2026.05.28 14:52:57,4383.22,0.00,0.00,0.00,-1.84
42815841,2026.05.28 14:52:21,sell,0.01,xauusd,4382.02,0.00,4379.02,2026.05.28 14:52:57,4383.64,0.00,0.00,0.00,-1.62
42815854,2026.05.28 14:52:58,buy,0.01,xauusd,4383.69,0.00,0.00,2026.05.28 14:53:03,4383.05,0.00,0.00,0.00,-0.64
42815855,2026.05.28 14:52:58,sell,0.01,xauusd,4383.29,0.00,0.00,2026.05.28 14:53:10,4383.42,0.00,0.00,0.00,-0.13
42832368,2026.05.29 05:04:57,buy,0.01,xauusd,4510.98,0.00,4508.01,2026.05.29 05:15:10,4508.01,0.00,0.00,0.00,-2.97
42832369,2026.05.29 05:04:58,sell,0.01,xauusd,4510.53,0.00,4507.53,2026.05.29 05:07:08,4507.53,0.00,0.00,0.00,3.00
42832404,2026.05.29 05:07:09,sell,0.01,xauusd,4506.98,0.00,4503.98,2026.05.29 05:20:48,4503.98,0.00,0.00,0.00,3.00
42832408,2026.05.29 05:07:09,buy,0.02,xauusd,4507.50,0.00,4508.01,2026.05.29 05:15:10,4508.01,0.00,0.00,0.00,1.02
42832521,2026.05.29 05:11:11,buy,0.02,xauusd,4504.53,0.00,4508.01,2026.05.29 05:15:10,4508.01,0.00,0.00,0.00,6.96
42832582,2026.05.29 05:15:11,buy,0.01,xauusd,4508.78,0.00,4503.52,2026.05.29 05:32:50,4503.52,0.00,0.00,0.00,-5.26
42832623,2026.05.29 05:16:51,buy,0.02,xauusd,4505.55,0.00,4503.52,2026.05.29 05:32:50,4503.52,0.00,0.00,0.00,-4.06
42832678,2026.05.29 05:20:48,sell,0.01,xauusd,4503.49,0.00,4500.49,2026.05.29 05:30:32,4500.49,0.00,0.00,0.00,3.00
42832768,2026.05.29 05:27:25,buy,0.02,xauusd,4502.35,0.00,4503.52,2026.05.29 05:32:50,4503.52,0.00,0.00,0.00,2.34
42832863,2026.05.29 05:30:32,sell,0.01,xauusd,4499.85,0.00,4502.69,2026.05.29 05:51:48,4502.69,0.00,0.00,0.00,-2.84
42832911,2026.05.29 05:31:06,buy,0.03,xauusd,4499.19,0.00,4503.52,2026.05.29 05:32:50,4503.52,0.00,0.00,0.00,12.99
42832984,2026.05.29 05:32:48,sell,0.02,xauusd,4503.15,0.00,4502.69,2026.05.29 05:51:48,4502.69,0.00,0.00,0.00,0.92
42833006,2026.05.29 05:32:50,buy,0.01,xauusd,4503.85,0.00,4506.85,2026.05.29 05:40:05,4506.85,0.00,0.00,0.00,3.00
42833137,2026.05.29 05:39:41,sell,0.02,xauusd,4506.15,0.00,4502.69,2026.05.29 05:51:48,4502.69,0.00,0.00,0.00,6.92
42833185,2026.05.29 05:40:05,buy,0.01,xauusd,4507.74,0.00,4500.23,2026.05.29 06:50:11,4500.23,0.00,0.00,0.00,-7.51
42833319,2026.05.29 05:50:44,buy,0.02,xauusd,4504.81,0.00,4500.23,2026.05.29 06:50:11,4500.23,0.00,0.00,0.00,-9.16
42833384,2026.05.29 05:51:49,sell,0.01,xauusd,4502.24,0.00,4499.24,2026.05.29 06:06:34,4499.24,0.00,0.00,0.00,3.00
42833455,2026.05.29 05:58:56,buy,0.02,xauusd,4501.69,0.00,4500.23,2026.05.29 06:50:11,4500.23,0.00,0.00,0.00,-2.92
42833633,2026.05.29 06:06:35,sell,0.01,xauusd,4498.94,0.00,4495.94,2026.05.29 06:13:21,4495.94,0.00,0.00,0.00,3.00
42833652,2026.05.29 06:06:49,buy,0.03,xauusd,4498.65,0.00,4500.23,2026.05.29 06:50:11,4500.23,0.00,0.00,0.00,4.74
42833800,2026.05.29 06:13:21,sell,0.01,xauusd,4495.47,0.00,4495.88,2026.05.29 06:26:46,4495.88,0.00,0.00,0.00,-0.41
42833817,2026.05.29 06:13:36,buy,0.05,xauusd,4495.70,0.00,4500.23,2026.05.29 06:50:11,4500.23,0.00,0.00,0.00,22.65
42833913,2026.05.29 06:21:38,sell,0.02,xauusd,4498.33,0.00,4495.88,2026.05.29 06:26:46,4495.88,0.00,0.00,0.00,4.90
42833984,2026.05.29 06:26:46,sell,0.01,xauusd,4495.21,0.00,4508.73,2026.05.29 08:32:46,4508.73,0.00,0.00,0.00,-13.52
42834081,2026.05.29 06:41:34,sell,0.02,xauusd,4498.26,0.00,4508.73,2026.05.29 08:32:46,4508.73,0.00,0.00,0.00,-20.94
42834197,2026.05.29 06:50:12,buy,0.01,xauusd,4500.74,0.00,4500.21,2026.05.29 06:55:13,4500.21,0.00,0.00,0.00,-0.53
42834235,2026.05.29 06:52:51,buy,0.02,xauusd,4497.70,0.00,4500.21,2026.05.29 06:55:13,4500.21,0.00,0.00,0.00,5.02
42834331,2026.05.29 06:55:14,buy,0.01,xauusd,4500.98,0.00,4503.98,2026.05.29 07:01:00,4503.98,0.00,0.00,0.00,3.00
42834373,2026.05.29 06:55:22,sell,0.02,xauusd,4501.39,0.00,4508.73,2026.05.29 08:32:46,4508.73,0.00,0.00,0.00,-14.68
42834543,2026.05.29 07:01:01,buy,0.01,xauusd,4504.69,0.00,4507.69,2026.05.29 07:23:21,4507.69,0.00,0.00,0.00,3.00
42834571,2026.05.29 07:01:04,sell,0.03,xauusd,4504.62,0.00,4508.73,2026.05.29 08:32:46,4508.73,0.00,0.00,0.00,-12.33
42834902,2026.05.29 07:23:21,buy,0.01,xauusd,4508.17,0.00,4511.17,2026.05.29 07:24:31,4511.17,0.00,0.00,0.00,3.00
42834924,2026.05.29 07:23:22,sell,0.05,xauusd,4507.92,0.00,4508.73,2026.05.29 08:32:46,4508.73,0.00,0.00,0.00,-4.05
42835065,2026.05.29 07:24:27,sell,0.08,xauusd,4511.08,0.00,4508.73,2026.05.29 08:32:46,4508.73,0.00,0.00,0.00,18.80
42835087,2026.05.29 07:24:32,buy,0.01,xauusd,4511.64,0.00,4511.13,2026.05.29 07:56:51,4511.13,0.00,0.00,0.00,-0.51
42835348,2026.05.29 07:52:44,buy,0.02,xauusd,4508.63,0.00,4511.13,2026.05.29 07:56:51,4511.13,0.00,0.00,0.00,5.00
42835407,2026.05.29 07:56:51,buy,0.01,xauusd,4511.55,0.00,4514.55,2026.05.29 08:00:01,4514.55,0.00,0.00,0.00,3.00
42835501,2026.05.29 07:57:37,sell,0.11,xauusd,4514.23,0.00,4508.73,2026.05.29 08:32:46,4508.73,0.00,0.00,0.00,60.50
42835605,2026.05.29 08:00:05,buy,0.01,xauusd,4515.70,0.00,4507.77,2026.05.29 08:43:49,4507.10,0.00,0.00,0.00,-8.60
42835629,2026.05.29 08:00:55,buy,0.02,xauusd,4512.59,0.00,4507.77,2026.05.29 08:43:49,4507.11,0.00,0.00,0.00,-10.96
42835780,2026.05.29 08:11:23,buy,0.02,xauusd,4509.36,0.00,4507.77,2026.05.29 08:43:48,4507.11,0.00,0.00,0.00,-4.50
42836141,2026.05.29 08:32:46,sell,0.01,xauusd,4508.14,0.00,4505.14,2026.05.29 08:38:30,4505.14,0.00,0.00,0.00,3.00
42836472,2026.05.29 08:36:03,buy,0.03,xauusd,4506.10,0.00,4507.77,2026.05.29 08:43:48,4507.15,0.00,0.00,0.00,3.15
42836557,2026.05.29 08:38:30,sell,0.01,xauusd,4504.72,0.00,4501.72,2026.05.29 08:43:48,4507.57,0.00,0.00,0.00,-2.85
42836696,2026.05.29 08:39:36,buy,0.05,xauusd,4503.06,0.00,4507.77,2026.05.29 08:43:47,4507.09,0.00,0.00,0.00,20.15
42836781,2026.05.29 08:43:50,buy,0.01,xauusd,4507.53,0.00,4510.53,2026.05.29 08:43:55,4507.22,0.00,0.00,0.00,-0.31
42836782,2026.05.29 08:43:50,sell,0.01,xauusd,4507.17,0.00,4504.17,2026.05.29 08:43:57,4507.44,0.00,0.00,0.00,-0.27
42866272,2026.06.01 05:00:36,buy,0.01,xauusd,4526.43,0.00,4529.43,2026.06.01 05:06:49,4529.43,0.00,0.00,0.00,3.00
42866273,2026.06.01 05:00:37,sell,0.01,xauusd,4526.22,0.00,4528.80,2026.06.01 05:30:26,4528.80,0.00,0.00,0.00,-2.58
42866382,2026.06.01 05:06:46,sell,0.02,xauusd,4529.09,0.00,4528.80,2026.06.01 05:30:26,4528.80,0.00,0.00,0.00,0.58
42866408,2026.06.01 05:06:49,buy,0.01,xauusd,4529.90,0.00,4532.90,2026.06.01 05:13:14,4532.90,0.00,0.00,0.00,3.00
42866607,2026.06.01 05:13:11,sell,0.02,xauusd,4532.31,0.00,4528.80,2026.06.01 05:30:26,4528.80,0.00,0.00,0.00,7.02
42866662,2026.06.01 05:13:15,buy,0.01,xauusd,4534.25,0.00,4529.42,2026.06.01 05:35:35,4529.42,0.00,0.00,0.00,-4.83
42866811,2026.06.01 05:20:43,buy,0.02,xauusd,4531.20,0.00,4529.42,2026.06.01 05:35:35,4529.42,0.00,0.00,0.00,-3.56
42866959,2026.06.01 05:30:27,sell,0.01,xauusd,4528.24,0.00,4525.24,2026.06.01 05:30:43,4525.24,0.00,0.00,0.00,3.00
42866987,2026.06.01 05:30:28,buy,0.02,xauusd,4528.37,0.00,4529.42,2026.06.01 05:35:35,4529.42,0.00,0.00,0.00,2.10
42867133,2026.06.01 05:30:42,buy,0.03,xauusd,4525.33,0.00,4529.42,2026.06.01 05:35:35,4529.42,0.00,0.00,0.00,12.27
42867179,2026.06.01 05:30:45,sell,0.01,xauusd,4524.44,0.00,4527.20,2026.06.01 05:40:09,4527.20,0.00,0.00,0.00,-2.76
42867283,2026.06.01 05:32:46,sell,0.02,xauusd,4527.62,0.00,4527.20,2026.06.01 05:40:09,4527.20,0.00,0.00,0.00,0.84
42867391,2026.06.01 05:35:35,buy,0.01,xauusd,4529.86,0.00,4519.68,2026.06.01 06:19:38,4519.68,0.00,0.00,0.00,-10.18
42867487,2026.06.01 05:36:32,sell,0.02,xauusd,4530.67,0.00,4527.20,2026.06.01 05:40:09,4527.20,0.00,0.00,0.00,6.94
42867571,2026.06.01 05:40:09,sell,0.01,xauusd,4526.66,0.00,4523.66,2026.06.01 05:43:03,4523.66,0.00,0.00,0.00,3.00
42867597,2026.06.01 05:40:15,buy,0.02,xauusd,4526.91,0.00,4519.68,2026.06.01 06:19:38,4519.68,0.00,0.00,0.00,-14.46
42867810,2026.06.01 05:43:03,sell,0.01,xauusd,4523.25,0.00,4520.25,2026.06.01 06:06:32,4520.25,0.00,0.00,0.00,3.00
42867819,2026.06.01 05:43:03,buy,0.02,xauusd,4523.76,0.00,4519.68,2026.06.01 06:19:38,4519.68,0.00,0.00,0.00,-8.16
42868223,2026.06.01 06:06:11,buy,0.03,xauusd,4520.74,0.00,4519.68,2026.06.01 06:19:38,4519.68,0.00,0.00,0.00,-3.18
42868299,2026.06.01 06:06:33,sell,0.01,xauusd,4518.89,0.00,4515.89,2026.06.01 06:18:21,4515.89,0.00,0.00,0.00,3.00
42868451,2026.06.01 06:09:23,buy,0.05,xauusd,4518.04,0.00,4519.68,2026.06.01 06:19:38,4519.68,0.00,0.00,0.00,8.20
42868743,2026.06.01 06:18:21,sell,0.01,xauusd,4514.91,0.00,4518.12,2026.06.01 06:38:51,4518.12,0.00,0.00,0.00,-3.21
42868788,2026.06.01 06:18:22,buy,0.08,xauusd,4514.89,0.00,4519.68,2026.06.01 06:19:38,4519.68,0.00,0.00,0.00,38.32
42868915,2026.06.01 06:18:44,sell,0.02,xauusd,4518.58,0.00,4518.12,2026.06.01 06:38:51,4518.12,0.00,0.00,0.00,0.92
42869010,2026.06.01 06:19:38,buy,0.01,xauusd,4520.08,0.00,4523.08,2026.06.01 06:31:26,4523.08,0.00,0.00,0.00,3.00
42869153,2026.06.01 06:30:47,sell,0.02,xauusd,4521.76,0.00,4518.12,2026.06.01 06:38:51,4518.12,0.00,0.00,0.00,7.28
42869250,2026.06.01 06:31:26,buy,0.01,xauusd,4523.20,0.00,4517.66,2026.06.01 07:01:20,4517.66,0.00,0.00,0.00,-5.54
42869406,2026.06.01 06:37:33,buy,0.02,xauusd,4519.95,0.00,4517.66,2026.06.01 07:01:20,4517.66,0.00,0.00,0.00,-4.58
42869498,2026.06.01 06:38:51,sell,0.01,xauusd,4517.37,0.00,4514.37,2026.06.01 06:42:00,4514.37,0.00,0.00,0.00,3.00
42869586,2026.06.01 06:39:01,buy,0.02,xauusd,4517.14,0.00,4517.66,2026.06.01 07:01:20,4517.66,0.00,0.00,0.00,1.04
42869788,2026.06.01 06:42:01,sell,0.01,xauusd,4513.68,0.00,4510.68,2026.06.01 06:44:41,4510.68,0.00,0.00,0.00,3.00
42869806,2026.06.01 06:42:01,buy,0.03,xauusd,4512.63,0.00,4517.66,2026.06.01 07:01:20,4517.66,0.00,0.00,0.00,15.09
42870033,2026.06.01 06:44:42,sell,0.01,xauusd,4510.17,0.00,4515.23,2026.06.01 07:06:27,4515.23,0.00,0.00,0.00,-5.06
42870184,2026.06.01 06:53:43,sell,0.02,xauusd,4513.31,0.00,4515.23,2026.06.01 07:06:27,4515.23,0.00,0.00,0.00,-3.84
42870376,2026.06.01 07:00:09,sell,0.02,xauusd,4516.40,0.00,4515.23,2026.06.01 07:06:27,4515.23,0.00,0.00,0.00,2.34
42870474,2026.06.01 07:01:20,buy,0.01,xauusd,4518.32,0.00,4517.65,2026.06.01 07:17:58,4517.65,0.00,0.00,0.00,-0.67
42870565,2026.06.01 07:02:02,sell,0.03,xauusd,4519.41,0.00,4515.23,2026.06.01 07:06:27,4515.23,0.00,0.00,0.00,12.54
42870696,2026.06.01 07:06:27,sell,0.01,xauusd,4514.64,0.00,4515.49,2026.06.01 07:31:08,4515.49,0.00,0.00,0.00,-0.85
42870720,2026.06.01 07:06:28,buy,0.02,xauusd,4515.06,0.00,4517.65,2026.06.01 07:17:58,4517.65,0.00,0.00,0.00,5.18
42871119,2026.06.01 07:17:59,buy,0.01,xauusd,4518.60,0.00,4513.50,2026.06.01 07:54:19,4513.50,0.00,0.00,0.00,-5.10
42871131,2026.06.01 07:17:59,sell,0.02,xauusd,4518.17,0.00,4515.49,2026.06.01 07:31:08,4515.49,0.00,0.00,0.00,5.36
42871267,2026.06.01 07:31:08,buy,0.02,xauusd,4515.49,0.00,4513.50,2026.06.01 07:54:19,4513.50,0.00,0.00,0.00,-3.98
42871302,2026.06.01 07:31:09,sell,0.01,xauusd,4514.96,0.00,4511.96,2026.06.01 07:48:52,4511.96,0.00,0.00,0.00,3.00
42871620,2026.06.01 07:48:05,buy,0.02,xauusd,4512.60,0.00,4513.50,2026.06.01 07:54:19,4513.50,0.00,0.00,0.00,1.80
42871688,2026.06.01 07:48:52,sell,0.01,xauusd,4511.15,0.00,4516.48,2026.06.01 08:32:19,4516.48,0.00,0.00,0.00,-5.33
42871816,2026.06.01 07:49:21,buy,0.03,xauusd,4509.06,0.00,4513.50,2026.06.01 07:54:19,4513.50,0.00,0.00,0.00,13.32
42871996,2026.06.01 07:54:19,buy,0.01,xauusd,4513.95,0.00,4516.95,2026.06.01 08:05:35,4516.95,0.00,0.00,0.00,3.00
42872044,2026.06.01 07:54:45,sell,0.02,xauusd,4514.27,0.00,4516.48,2026.06.01 08:32:19,4516.48,0.00,0.00,0.00,-4.42
42872288,2026.06.01 08:05:35,buy,0.01,xauusd,4517.91,0.00,4520.91,2026.06.01 08:18:33,4520.91,0.00,0.00,0.00,3.00
42872311,2026.06.01 08:05:35,sell,0.02,xauusd,4517.36,0.00,4516.48,2026.06.01 08:32:19,4516.48,0.00,0.00,0.00,1.76
42872647,2026.06.01 08:18:34,buy,0.01,xauusd,4521.54,0.00,4518.68,2026.06.01 08:38:48,4518.68,0.00,0.00,0.00,-2.86
42872652,2026.06.01 08:18:34,sell,0.03,xauusd,4521.14,0.00,4516.48,2026.06.01 08:32:19,4516.48,0.00,0.00,0.00,13.98
42872988,2026.06.01 08:32:02,buy,0.02,xauusd,4518.26,0.00,4518.68,2026.06.01 08:38:48,4518.68,0.00,0.00,0.00,0.84
42873113,2026.06.01 08:32:20,sell,0.01,xauusd,4515.50,0.00,4518.02,2026.06.01 08:41:42,4518.02,0.00,0.00,0.00,-2.52
42873169,2026.06.01 08:32:32,buy,0.02,xauusd,4515.16,0.00,4518.68,2026.06.01 08:38:48,4518.68,0.00,0.00,0.00,7.04
42873478,2026.06.01 08:38:47,sell,0.02,xauusd,4518.44,0.00,4518.02,2026.06.01 08:41:42,4518.02,0.00,0.00,0.00,0.84
