ticket,open_time,type,size,item,open_px,sl,tp,close_time,close_px,commission,taxes,swap,profit
42802271,2026.05.28 07:18:26,sell,0.01,xauusd,4371.61,0.00,4368.61,2026.05.28 07:20:01,4368.61,0.00,0.00,0.00,3.00
42802304,2026.05.28 07:19:17,buy,0.03,xauusd,4371.60,0.00,4373.15,2026.05.28 07:36:35,4373.15,0.00,0.00,0.00,4.65
42802366,2026.05.28 07:20:01,buy,0.05,xauusd,4368.44,0.00,4373.15,2026.05.28 07:36:35,4373.15,0.00,0.00,0.00,23.55
42802403,2026.05.28 07:20:02,sell,0.01,xauusd,4368.12,0.00,4368.84,2026.05.28 07:27:14,4368.84,0.00,0.00,0.00,-0.72
42802511,2026.05.28 07:22:03,sell,0.02,xauusd,4371.45,0.00,4368.84,2026.05.28 07:27:14,4368.84,0.00,0.00,0.00,5.22
42802611,2026.05.28 07:27:14,sell,0.01,xauusd,4368.11,0.00,4370.97,2026.05.28 07:49:48,4370.97,0.00,0.00,0.00,-2.86
42802734,2026.05.28 07:31:26,sell,0.02,xauusd,4371.28,0.00,4370.97,2026.05.28 07:49:48,4370.97,0.00,0.00,0.00,0.62
42802801,2026.05.28 07:36:35,buy,0.01,xauusd,4373.67,0.00,4373.02,2026.05.28 07:56:17,4373.02,0.00,0.00,0.00,-0.65
42802925,2026.05.28 07:43:50,sell,0.02,xauusd,4374.59,0.00,4370.97,2026.05.28 07:49:48,4370.97,0.00,0.00,0.00,7.24
42803009,2026.05.28 07:49:48,sell,0.01,xauusd,4370.42,0.00,4370.93,2026.05.28 08:02:00,4370.93,0.00,0.00,0.00,-0.51
42803040,2026.05.28 07:49:56,buy,0.02,xauusd,4370.45,0.00,4373.02,2026.05.28 07:56:17,4373.02,0.00,0.00,0.00,5.14
42803190,2026.05.28 07:56:19,buy,0.01,xauusd,4373.46,0.00,4372.77,2026.05.28 08:06:40,4372.77,0.00,0.00,0.00,-0.69
42803198,2026.05.28 07:56:55,sell,0.02,xauusd,4373.44,0.00,4370.93,2026.05.28 08:02:00,4370.93,0.00,0.00,0.00,5.02
42803319,2026.05.28 08:02:01,sell,0.01,xauusd,4370.19,0.00,4373.09,2026.05.28 08:16:46,4373.09,0.00,0.00,0.00,-2.90
42803330,2026.05.28 08:02:01,buy,0.02,xauusd,4370.17,0.00,4372.77,2026.05.28 08:06:40,4372.77,0.00,0.00,0.00,5.20
42803494,2026.05.28 08:06:40,buy,0.01,xauusd,4373.43,0.00,4376.43,2026.05.28 08:12:01,4376.43,0.00,0.00,0.00,3.00
42803513,2026.05.28 08:06:46,sell,0.02,xauusd,4373.21,0.00,4373.09,2026.05.28 08:16:46,4373.09,0.00,0.00,0.00,0.24
42803617,2026.05.28 08:12:02,sell,0.02,xauusd,4376.91,0.00,4373.09,2026.05.28 08:16:46,4373.09,0.00,0.00,0.00,7.64
42803662,2026.05.28 08:12:02,buy,0.01,xauusd,4377.33,0.00,4376.77,2026.05.28 08:24:08,4376.77,0.00,0.00,0.00,-0.56
42803691,2026.05.28 08:12:24,buy,0.02,xauusd,4374.24,0.00,4376.77,2026.05.28 08:24:08,4376.77,0.00,0.00,0.00,5.06
42803830,2026.05.28 08:16:46,sell,0.01,xauusd,4372.63,0.00,4389.09,2026.05.28 08:59:07,4389.09,0.00,0.00,0.00,-16.46
42803963,2026.05.28 08:23:09,sell,0.02,xauusd,4375.80,0.00,4389.09,2026.05.28 08:59:07,4389.09,0.00,0.00,0.00,-26.58
42804007,2026.05.28 08:24:08,buy,0.01,xauusd,4377.17,0.00,4380.17,2026.05.28 08:30:22,4380.17,0.00,0.00,0.00,3.00
42804117,2026.05.28 08:27:17,sell,0.02,xauusd,4378.92,0.00,4389.09,2026.05.28 08:59:07,4389.09,0.00,0.00,0.00,-20.34
42804295,2026.05.28 08:30:22,buy,0.01,xauusd,4381.03,0.00,4384.03,2026.05.28 08:32:48,4384.03,0.00,0.00,0.00,3.00
42804363,2026.05.28 08:30:38,sell,0.03,xauusd,4382.01,0.00,4389.09,2026.05.28 08:59:07,4389.09,0.00,0.00,0.00,-21.24
42804471,2026.05.28 08:32:49,buy,0.01,xauusd,4384.95,0.00,4387.95,2026.05.28 08:35:15,4387.95,0.00,0.00,0.00,3.00
